Gene,WT_t1_rep1,WT_t1_rep2,WT_t1_rep3,WT_t2_rep1,WT_t2_rep2,MT_t1_rep1,MT_t1_rep2,MT_t2_rep1,MT_t2_rep2
YALI0A05863r,0,0,0,0,0,0,0,0,0
YALI0A05885g,25.37114095,20.7453933,19.83666172,46.75044939,49.57044271,76.35327398,9.584747108,12.67490474,16.90311733
YALI0A05907r,0,0,0,0,0,0,0,0,0
YALI0A05929g,42.84506461,54.85843739,58.02368474,34.37704046,35.02067737,37.23116392,41.65036904,62.24652786,58.25431972
YALI0A05951g,5.449900976,5.523491249,5.648405372,8.539894737,20.38051868,5.059614418,1.982151783,3.12264548,1.645495395
YALI0A05973g,3.864851684,3.775017665,2.806661054,4.158557437,5.177961645,2.915754128,3.429077226,5.860617242,8.794588324
YALI0A05995g,48.90073413,47.7387942,61.12240458,120.1887972,202.9302311,110.6294208,97.19182522,112.6554408,108.6975583
YALI0A06017g,0,0,0,0,0,0,0,0,0
YALI0A06039g,0,0,0,0,0,0,0,0,0.131241221
YALI0A06061g,18.60553162,27.86559093,13.59014826,9.3609633,27.52495401,16.6351446,17.32586388,22.00857684,21.18930052
YALI0A06105g,0,0,0,0,0,0,0,0,0
YALI0A06127r,0,0,0,0,0,0,0,0,0
YALI0A06171g,0.119719311,0,0,0,0,0,0,0,0
YALI0A06193r,0,0,0,0,0,0,0,0,0
YALI0A06215g,0,0,0.062070389,0,0,0,0,0,0
YALI0A06226r,0,0,0,0,0,0,0,0,0
YALI0A06237r,0,0,0,0,0,0,0,0,0
YALI0A06259r,0,0,0,0,0,0,0,0,0
YALI0A06303r,0,0,0,0,0,0,0,0,0
YALI0A06347g,17.98792278,25.89407214,30.22169305,28.67275467,13.40276246,15.43943376,16.60593025,18.55514099,25.43800896
YALI0A06369g,42.48232554,53.08902855,42.69844474,73.13125799,61.28034427,40.35860397,59.75867112,74.66132477,89.57529559
YALI0A06391r,0,0,0,0,0,0,0,0,0
YALI0A06435g,72.46924438,65.02707866,117.399302,3.616372634,1.934422112,0.767238692,2.99533017,5.649871271,30.55084298
YALI0A06457g,0.754917951,0.553028066,0.328933525,1.687058088,0,0.512578433,0,0.185634975,1.717838908
YALI0A06479g,40.7347863,41.26314212,38.9575454,54.05938325,141.1002927,46.64413973,38.31984552,41.90610446,35.29675293
YALI0A06501g,119.0264678,150.4434899,139.4074517,204.7562061,234.8077075,204.0407516,134.4933268,139.0573828,97.07312739
YALI0A06523g,44.46181087,41.94605778,42.91915742,52.09868423,47.58360159,45.27614532,41.55808187,46.08011979,30.03153836
YALI0A06545r,0,0,0,0,0,0,0,0,0
YALI0A06589g,56.53001259,88.96204941,67.58590512,90.72539626,29.21822205,51.09940646,57.45416193,69.30829237,107.5584929
YALI0A06611g,49.67516174,48.93744638,58.04784258,66.50220236,76.54887096,28.45384248,20.59087199,24.66378902,26.71454047
YALI0A06633g,540.8918491,615.9341702,750.3820955,1993.556212,411.532885,107.7061904,65.57350102,154.3785458,371.369703
YALI0A06644r,0,0,0,0,0,0,0,0,0
YALI0A06655g,54.02877231,53.36824786,61.90451209,59.52341206,53.40641965,53.99563241,65.19843933,60.73115019,69.85373885
YALI0A06677g,13.74075108,12.82105931,11.70470187,10.4297886,5.016743059,6.96416659,7.511312019,9.728241688,8.99002362
YALI0A06699g,12.83083483,15.53298553,21.79410932,10.52992525,1.638896117,0,0,1.604294926,0.329909124
YALI0A06721g,5.587471292,3.721088842,5.902007246,3.363404696,0.567110085,1.053836849,0.751131202,2.394028202,1.15586018
YALI0A06743g,116.2448374,136.1149383,89.52881079,160.8999932,47.23853655,76.19922338,128.6289405,163.922979,266.9526665
YALI0A06754r,0,0,0,0,0,0,0,0,0
YALI0A06765g,1200.281513,1315.600752,1515.204459,1263.821442,443.017444,384.6252385,353.1195165,374.2791916,398.1296175
YALI0A06787g,118.7652406,146.4343872,139.4349212,90.17589835,36.44045828,56.05724218,106.9259876,104.5098733,159.1925721
YALI0A06809g,125.5593691,133.9688886,119.6251566,160.0244891,103.2760631,123.1222739,127.6140615,141.6249836,142.1547485
YALI0A06831g,56.8088774,54.26587894,59.87866187,60.38181276,88.23613664,51.06759026,53.41857085,52.55256809,62.87849854
YALI0A06886g,24.8834395,37.21900598,28.45748585,42.75794256,49.0505686,34.65473008,44.41243477,51.42283203,49.28039126
YALI0A06908g,98.4430771,77.88749683,59.69272769,100.4075226,132.753799,140.3575431,124.5404989,158.3242487,113.2742976
YALI0A06930g,3.877575476,5.225603157,5.7380626,7.629945839,11.14966432,4.843391579,5.120880759,6.79143266,7.880144161
YALI0A06952g,6.571523392,7.951831766,6.90271887,18.93996457,3.340896045,1.062373781,0.925486189,0.577122597,2.136243237
YALI0A06974g,88.01776615,72.39330124,68.18756696,205.8507372,38.31413979,4.494795237,7.486699439,14.14259812,22.36660032
YALI0A06996g,30.9131662,23.60937418,21.71817392,39.26659798,42.96053109,43.28736567,54.291809,63.91869936,59.06322368
YALI0A07018g,45.92862386,62.80905601,53.23226412,45.08944247,24.14332776,47.56295071,84.43087596,82.07678193,101.2227638
YALI0A07040r,0,0,0,0,0,0,0,0,0
YALI0A07062g,61.96804581,69.54071894,48.7735321,92.74017502,105.0028827,95.33616074,85.46822112,106.324151,79.13440545
YALI0A07084g,349.1015122,449.7819154,413.2969998,588.0607348,390.120183,457.7309871,432.8134322,361.4824875,398.7211688
YALI0A07106g,20.4106427,23.14025635,25.29191602,20.0444363,19.46453577,13.38191667,20.61380821,26.28997197,29.42748051
YALI0A07128g,7.659010534,6.621612665,10.16072096,6.905907657,1.934725741,1.573665134,0.358542371,0.762812313,1.882387617
YALI0A07142g,0.06304368,0,0,0.156541442,0,0.10701438,0.031075168,0,0.143457824
YALI0A07150r,0,0,0,0,0,0,0,0,0
YALI0A07194r,0,0,0,0,0,0,0,0,0
YALI0A07238g,9.43804109,9.042922794,7.780124847,12.14742338,11.48822928,6.979432364,7.840401016,10.54002858,23.30081449
YALI0A07249g,1.624498964,3.976967911,1.877911396,2.798917195,1.804441179,0.168828281,0.032683254,0.305713544,0.402350707
YALI0A07260r,0,0,0,0,0,0,0,0,0
YALI0A07271r,0,0,0,0,0,0,0,0,0
YALI0A07293r,0,0,0,0,0,0,0,0,0
YALI0A07315r,0,0,0,0,0,0,0,0,0
YALI0A07359r,0,0,0,0,0,0,0,0,0
YALI0A07403g,191.85403,233.4234753,230.8651541,220.0710487,197.9018641,218.4316378,307.9350138,343.8499276,301.9407933
YALI0A07425g,4.209905643,5.904127629,5.577396847,3.908276257,1.016261272,0.300439305,0.280422315,0.419683553,0.834274192
YALI0A07447g,1.230882971,2.654210494,0.47576901,1.232403312,1.994859595,0.516728286,0.430575861,0.976371563,2.288917237
YALI0A07469r,0,0,0,0,0,0,0,0,0
YALI0A07513r,0,0,0,0,0,0,0,0,0
YALI0A07557g,1.016422454,0.864265147,1.502616699,0.090137186,0.425549681,0.3286363,0.143145643,0.066947989,0.770966804
YALI0A07579g,0,0.246663086,0,0,0,0.101609614,0,0,0
YALI0A07601g,4.252949447,2.928395136,4.022230251,2.70148291,3.644017514,0.988679912,1.608820655,1.601133937,2.525709
YALI0A07623g,10.85815536,11.01655693,18.49136948,13.48074302,9.518912286,9.633902456,10.60378289,14.13360829,33.75608869
YALI0A07645g,0,0,0,0,0,0,0,0.331189672,0
YALI0A07667g,6.234400444,5.457955454,4.626934871,5.783889579,1.204699169,1.279223921,1.485860053,1.010798537,1.766825451
YALI0A07689g,39.82589776,60.32051147,46.74021343,45.31192803,38.45876584,44.51056028,68.78369212,72.00898984,77.36797961
YALI0A07711g,0,0,1.43451565,0,0,0.372568583,0,0,0
YALI0A07733g,85.18244331,97.36626049,84.2442536,76.96207959,58.97536891,70.87380196,108.5627759,111.1796581,110.4026642
YALI0A07755g,1.787238292,0.516817895,0.717257825,2.218912821,2.756785135,0.638688999,0.185464494,0.404787377,1.141590301
YALI0A07777g,0,0.158440522,0.565429526,1.718527947,3.332289185,0.195802467,0.170573185,0.425469944,2.099859532
YALI0A07799g,359.7494886,362.0765368,339.5824022,606.8967004,669.8570886,328.3237157,275.1202128,332.9597279,279.9750213
YALI0A07821g,33.45066397,35.3849409,24.59423732,38.185762,30.59348,56.42104723,48.37864325,45.79449921,47.21619844
YALI0A07843g,9.606165858,11.80243315,11.40502676,14.45749213,6.162982046,11.02716109,16.33412296,13.04288656,17.37721767
YALI0A07865g,18.12691221,16.74084631,22.61471731,40.58618249,25.29755771,21.12683024,24.05583588,23.33480174,32.90466162
YALI0A07887g,14.20489808,13.73922628,18.47140376,24.35949001,34.49388681,36.92196519,21.09293945,22.15869776,14.6129972
YALI0A07909r,0,0,0,0,0,0,0,0,0
YALI0A07953r,0,0,0,0,0,0,0,0,0
YALI0A07997g,40.67920163,36.22324066,30.01541644,33.5657575,23.7737674,36.36332517,37.70155246,42.86286675,70.45994501
YALI0A08019g,67.17934536,79.15890766,73.83787788,55.66613677,34.46098729,33.75946982,44.79796208,42.56985207,39.05878347
YALI0A08041g,180.5997318,173.4084769,207.3527167,140.859335,137.7706669,110.786566,110.5625729,126.4331099,235.2317823
YALI0A08063g,56.1762369,57.09067812,48.57702311,60.53936478,24.78840771,35.03165416,46.95046376,45.94613981,62.51966198
YALI0A08077g,649.6312937,669.5880038,693.3171583,541.3107612,553.1052322,418.7307392,511.1865124,557.0367952,712.2401031
YALI0A08107g,52.86086477,58.93274453,60.48635238,65.62843414,42.62541176,50.46441457,70.39768542,73.08031306,72.9989918
YALI0A08129g,144.9115091,195.0059287,194.3699069,250.8675396,218.4658542,161.3402823,207.5941898,237.0717838,207.2069522
YALI0A08151g,34.89291163,44.28095722,33.67095134,62.39115712,158.9496146,63.19955387,43.7458812,49.77913248,58.25535306
YALI0A08165g,40.860664,37.31153942,36.44937831,31.2996397,17.13471424,14.5795761,21.35121566,24.25369671,42.15625717
YALI0A08195g,0.877941617,2.277827017,0.796953139,3.996638297,1.102714054,0.331172074,0.360625406,0.269858251,0.443951784
YALI0A08206r,0,0,0,0,0,0,0,0,0
YALI0A08217g,0.067726925,0.372108884,0.442650543,0.672680939,0.453688068,0,0.166918045,0.333082185,0.616458763
YALI0A08239g,54.69092663,67.28049228,70.89911246,43.45882287,29.14248964,29.09823781,36.43905793,27.13790627,28.87473688
YALI0A08261g,52.68037601,60.59556615,53.67708265,45.94341467,30.02175553,27.63482197,39.69035778,44.29649671,77.32214719
YALI0A08283r,0,0,0,0,0,0,0,0,0
YALI0A08327g,0,0,0,0,0,0,0,0,0
YALI0A08338g,0,0,0,0,0,0,0,0,0
YALI0A08360g,7.990255168,14.02376647,13.34583099,10.85705776,1.189444373,0.627924578,0.918986989,0.600358806,1.043785514
YALI0A08371g,0,0,0,0,0,0,0,0,0
YALI0A08382g,0,0,0,0,0,0,0,0,0
YALI0A08404g,4.581174077,1.539457559,5.905931453,22.28106524,3.660072179,0.095123894,0.041433557,1.756949466,6.726577957
YALI0A08426g,38.79307358,38.75989713,41.03008882,25.48021988,33.59321249,22.3624483,31.75331903,27.97673055,37.13307054
YALI0A08448g,317.6822459,372.2213038,322.8050262,285.4956471,80.89456997,155.843975,249.1113142,297.2582396,570.038114
YALI0A08470g,0,0,0,0,0,0,0,0,0
YALI0A08492r,0,0,0,0,0,0,0,0,0
YALI0A08536g,44.91162279,51.46903137,54.48834485,33.43644012,20.29923213,22.7598947,42.93067186,50.63712952,60.52602613
YALI0A08558g,1.91164707,1.33038929,1.332711314,0.37973924,0.256114232,0.389394261,0.376911714,0.282045398,0.522001372
YALI0A08580g,19.23837283,19.12675617,21.70484549,16.20771104,24.39395264,14.5010172,21.03167365,19.176362,19.12660098
YALI0A08602r,0,0,0,0,0,0,0,0,0
YALI0A08624g,0.712914997,0.979233906,3.882899504,0,0,0,0.087851603,0.54783254,0.946318276
YALI0A08646g,115.1917448,132.7495882,129.1775415,69.96669343,62.06184056,64.84540792,97.43323561,100.0794973,111.9418919
YALI0A08668g,39.10086604,37.06132697,36.94685002,46.27385159,37.01715345,36.52849271,44.93369362,49.71465805,45.1524659
YALI0A08690r,0,0,0,0,0,0,0,0,0
YALI0A08734g,25.60500106,38.52998264,20.64552368,34.9355872,32.80144522,59.08655603,59.4101843,61.08052198,54.14036497
YALI0A08756r,0,0,0,0,0,0,0,0,0
YALI0A08800g,0,0,0.278396568,0.158651165,0,0,0,0,0
YALI0A08822r,0,0,0,0,0,0,0,0,0
YALI0A08866g,0,0,0,0,0,0.484788036,0,0,0.866508301
YALI0A08888g,0.764658828,0,0,0,0,0,0,0,0.145000381
YALI0A08902r,0,0,0,0,0,0,0,0,0
YALI0A08917t,0,0,0,0,0,0,0,0,0
YALI0A08932g,0,0,0,0,0,0,0,0,0
YALI0A08946t,0,0,0,0,0,0,0,0,0
YALI0A08961r,0,0,0,0,0,0,0,0,0
YALI0A08976r,0,0,0,0,0,0,0,0,0
YALI0A08998g,0.6173027,0,1.075886738,0.510933873,0.275678514,0.046571073,0.162281433,0.151795266,0.343368958
YALI0A09020g,53.28386613,65.82076868,61.91913672,49.23993065,25.95180489,36.08455198,52.86457562,55.5570675,96.07441909
YALI0A09042g,110.179789,115.7051015,131.2674171,82.16342964,56.56497156,81.71244519,103.8545449,90.87389751,83.49532667
YALI0A09064g,218.0909151,240.0329525,295.3865588,110.9325531,42.47825647,34.77413835,74.05909029,96.88725452,162.1691761
YALI0A09086g,14.95446862,21.26931094,17.84961084,21.33166066,13.85423295,16.65306552,52.5399752,55.55095494,64.07654419
YALI0A09108g,28.80891608,33.48797013,29.7058993,24.04735142,15.34041144,14.87636678,25.9190734,28.02704813,35.48274809
YALI0A09130r,0,0,0,0,0,0,0,0,0
YALI0A09152r,0,0,0,0,0,0,0,0,0
YALI0A09196g,0.353797368,0,0,0,1.481257685,0,0.174391987,0,0
YALI0A09218r,0,0,0,0,0,0,0,0,0
YALI0A09262g,0.086988711,0,0,0,0,0.04922007,0,0,0.065981825
YALI0A09284g,26.98780667,34.02617274,29.65958033,35.59413923,31.11441817,34.2108584,54.2765602,62.81862484,55.39798339
YALI0A09300t,0,0,0,0,0,0,0,0,0
YALI0A09317g,0,0,0,0,0,0,0,0,0
YALI0A09350t,0,0,0,0,0,0,0,0,0
YALI0A09361g,0,0,0,0,0,0,0,0,0
YALI0A09383g,331.0899482,122.0046658,103.433525,31.06477949,79.09121491,5.986791713,6.245037196,7.03492545,19.94338573
YALI0A09405g,11.27739324,14.93878238,12.82119068,8.631832492,7.609490978,3.469276043,6.746110358,7.84147002,14.65809856
YALI0A09427g,34.27392859,45.05712373,44.76806632,68.79691425,39.18215132,49.75967932,32.42256568,30.12248923,17.66870443
YALI0A09438g,68.39713912,66.24959387,47.33901645,83.99752875,141.6298363,158.0156503,48.68442975,31.72521068,26.03361007
YALI0A09443g,0,0,0,0,0,0,0,0,0
YALI0A09449g,10.40194119,8.059742357,9.914500568,9.437401364,6.53253389,11.65809541,16.41712922,21.3358815,34.59452127
YALI0A09471g,0.645018331,0,0,0.400405321,0.135026211,0,0,0,0.122313247
YALI0A09515g,0,0,0,0,0,0,0,0,0
YALI0A09537g,25.83570678,28.85738024,34.54061636,30.78311711,13.3233893,8.708439028,9.110036327,11.52185457,22.73112355
YALI0A09559g,184.8709766,112.1943681,151.9803479,40.09170052,9.161009064,9.718215744,8.002125625,15.54865657,43.00934377
YALI0A09592g,54.25798103,60.07220549,57.00499662,63.97491834,102.2910414,58.70604372,61.82373093,80.13145332,96.27239742
YALI0A09614g,2.854044321,2.903859743,3.281634464,1.771693109,1.327682473,0.942012872,0.586167047,3.11916427,2.465491428
YALI0A09636g,90.05950743,93.47990825,110.6357106,169.3824108,148.8663973,151.0126527,142.3006792,128.2791881,81.82890113
YALI0A09658g,71.602022,80.63424761,92.50407619,47.22925237,56.51125322,36.89581246,53.02085731,70.20765806,90.20917172
YALI0A09680g,50.27487336,55.66011563,59.83773089,60.56458268,69.14600419,37.36571965,35.99459401,41.25772399,49.54703194
YALI0A09702g,45.73006378,63.39730446,54.64163578,73.6995335,43.97111338,53.59288246,74.19341595,86.11306762,100.2400367
YALI0A09724g,10.73994574,10.38225091,10.21386723,8.136995721,15.8830882,9.284514355,14.60827652,15.21935184,14.38766646
YALI0A09746g,41.32428938,43.41270315,30.37797847,35.56755501,70.69163679,43.68017975,52.73539086,66.70549632,73.17013877
YALI0A09768g,1.192675405,1.501697279,0.649591992,0.64782559,1.435608863,1.729280593,1.873891258,1.558049527,2.600887337
YALI0A09790g,53.2255001,71.30450584,61.58954791,70.66255909,39.54059101,63.62960222,75.9939542,69.9011194,77.75540218
YALI0A09812g,211.9423906,307.1590929,212.3772231,286.9725918,68.34419463,559.6338043,698.8362887,767.3708091,580.7790805
YALI0A09834g,72.92507408,57.00797643,69.62426276,43.86351029,90.26803199,34.20037209,41.57712319,38.3645616,47.22148288
YALI0A09845g,269.537941,235.4773309,220.7864649,249.1612089,145.7441058,212.4143263,347.967859,430.8665998,455.1578251
YALI0A09856g,228.5868795,327.4277697,276.7937594,214.4381763,174.8893407,157.6740199,210.610311,228.3098444,294.384874
YALI0A09878g,37.99553829,47.1740926,50.71038717,66.72169244,54.6022598,28.61649521,30.03319623,39.82406354,36.93374325
YALI0A09900g,291.1706242,359.6749527,322.513696,197.5247054,128.9852172,225.5653987,323.7149842,367.2278552,361.7093543
YALI0A09922g,2992.874652,2581.480377,2522.364397,2684.044415,5188.234053,5182.188623,4665.507426,3715.360527,3056.17303
YALI0A09933g,10.02879463,2.504579028,5.958757315,19.24255572,11.45126133,7.737962878,2.696368417,12.33044626,5.532322228
YALI0A09951s,0,0,0,0,0,0,0,0,0
YALI0A09969t,0,0,0,0,0,0,0,0,0
YALI0A09988g,43.71742485,54.14016648,48.95076955,80.25962333,78.47577392,51.76833269,46.60171361,58.58945634,50.23768669
YALI0A10010g,88.11272911,77.46066605,75.69324293,56.58928402,55.74692135,75.33975438,75.64725793,97.80125644,98.94163139
YALI0A10032g,40.53631172,55.3591964,51.32534864,53.58102015,51.35342059,32.32833434,48.31600704,68.88745181,93.74363697
YALI0A10054t,0,0,0,0,0,0,0,0,0
YALI0A10076g,153.175222,162.7002989,158.9224625,98.78115979,97.10806544,118.1259601,164.3394231,193.6553637,258.4127866
YALI0A10098g,50.60411447,63.96228991,48.00006285,64.85624809,43.55547674,43.72717162,59.95968264,74.00376122,120.6748625
YALI0A10120g,10.24123158,12.53910601,13.28667893,11.28618202,2.601548691,2.995017347,4.424138471,6.107180427,8.437238997
YALI0A10142g,27.43631544,31.51534427,28.23026425,33.63404696,30.49663416,27.05955843,28.51232726,26.63807777,33.91571593
YALI0A10164g,26.10091485,24.75955268,24.57278017,27.81276961,33.1977519,22.99280398,23.24012779,31.77091607,28.68904241
YALI0A10186g,14.93890297,17.11522398,13.78373455,14.52434294,11.22388377,13.45106602,18.94699937,23.00124186,26.64668872
YALI0A10208g,0.677269248,0,0.368875453,0,0.094518347,0,0,0.138784244,0
YALI0A10230g,54.06779993,58.39174271,44.66490407,56.52317129,30.90966417,55.00136138,55.69201454,53.86205899,53.66563718
YALI0A10252g,40.90175064,42.56147368,45.31381789,40.68235828,103.9632324,42.43994477,36.05511592,38.9667378,29.92267666
YALI0A10274g,141.5210532,138.5071958,126.0324464,129.9815773,97.70834172,120.4727125,170.1173074,224.483514,199.9210015
YALI0A10296g,15.88606004,15.36242163,10.94154987,9.26452477,11.45298203,5.56249653,8.5239816,12.47024914,32.67748631
YALI0A10310g,72.13366009,73.88784576,75.75382644,100.4705782,215.0511488,116.8039518,66.27530715,64.51399349,53.22570276
YALI0A10318g,17.86046179,23.40417512,21.78191288,20.97965306,20.45807519,21.2607553,23.62303498,24.91726813,26.50721816
YALI0A10340r,0,0,0,0,0,0,0,0,0
YALI0A10362g,154.7232003,199.8729064,214.6279585,180.4748891,184.9978791,142.2894907,156.6740911,138.178908,231.466542
YALI0A10378t,0,0,0,0,0,0,0,0,0
YALI0A10395g,0,0,0,0,0,0,0,0,0
YALI0A10417t,0,0,0,0,0,0,0,0,0
YALI0A10439g,0,0,0.133443316,1.444873465,0,0,0,0,0.092920141
YALI0A10461g,0,0,0,0,0,0,0,0,0
YALI0A10483g,2.512029483,2.843992114,2.587103369,1.814553593,2.409398338,1.421359912,0.315182435,1.151187223,3.672225448
YALI0A10505r,0,0,0,0,0,0,0,0,0
YALI0A10516g,0,0,0,0,0,0,0,0,0
YALI0A10527g,0.182201565,0.133474875,0.178625315,0,0.137309513,0.123712243,0.125733808,0.224017611,0.20730262
YALI0A10549g,58.00999236,61.07926152,61.32554404,72.10298818,28.39488689,44.29840452,108.7285598,137.1419634,134.9502435
YALI0A10571g,67.70576009,87.36806509,68.74916253,147.3328917,118.4728412,141.6692037,152.2605541,152.0988569,114.6228012
YALI0A10593g,0.223275576,0.204455431,0.162143056,0.277203684,0.06231979,0.042111363,0.293482277,0.045753047,0.733879479
YALI0A10615g,307.2697015,357.924459,391.2198186,414.6624498,253.6985727,160.9998618,168.0579222,165.789994,160.0920061
YALI0A10637g,53.21516276,62.56384806,60.57715671,37.16342229,34.10415285,29.48829389,42.69410301,42.76402958,63.49671856
YALI0A10659g,2812.612012,3307.532186,2616.386108,3380.346599,4524.162815,5429.084147,5350.389908,4093.338206,2790.467728
YALI0A10681g,9.49386356,12.01601605,9.682980638,21.62188733,14.8360049,28.39885015,39.79206962,46.13336954,30.08905865
YALI0A10703g,14.90359428,23.2357964,16.02458946,23.52788177,15.97590605,18.68295138,28.6881908,30.60587485,30.45400955
YALI0A10725g,1591.266907,1679.149373,1381.104098,2047.12407,3262.410953,2923.77925,2673.637892,2348.563778,1630.687808
YALI0A10747g,584.5751938,654.8695899,581.4164871,439.2022213,119.2613285,698.0167124,1106.24227,875.4521846,1178.150214
YALI0A10769g,0.354790251,0.710685038,0.314009974,0.495543723,0.092838414,0.125467437,0.098370784,0.463479653,0.62232156
YALI0A10813g,48.92950847,49.88365325,37.70881516,73.07472657,55.57678832,85.33367062,79.76163027,73.46661769,54.41508637
YALI0A10835r,0,0,0,0,0,0,0,0,0
YALI0A10879g,389.1597407,367.4099632,390.6458937,377.1707583,311.2494982,245.0449856,297.9845514,310.221099,345.1507228
YALI0A10890r,0,0,0,0,0,0,0,0,0
YALI0A10901g,0,0,0,0,0,0,0,0,0
YALI0A10945g,1.587349799,1.938067105,2.593655528,1.445212956,0,0.029938547,0.156485667,0,0.361206306
YALI0A10967g,160.0798737,151.944461,173.2313836,190.9211131,90.70172055,46.17964006,35.05278942,37.62985439,117.894487
YALI0A10989g,8.82569975,11.37169654,10.50717723,6.399888673,9.908076525,10.5399468,11.74201073,13.4440091,13.15179732
YALI0A11011g,1.77045488,1.170882035,2.678556193,1.465383789,0.988324629,0.111306797,0.096964839,0.241864657,0.373030026
YALI0A11022g,0,0,0,0,0,0,0,0,0
YALI0A11033r,0,0,0,0,0,0,0,0,0
YALI0A11077g,1.285663656,3.311138376,1.663065601,1.89547807,2.153095916,4.501133661,3.604298121,2.420491299,2.742719071
YALI0A11099g,24.57238867,32.64174839,26.57114215,41.58072757,27.7934065,26.55397901,33.56275081,39.76116008,45.04092642
YALI0A11121g,44.41173629,62.24982435,46.44862743,58.69044546,66.96136032,36.38324921,38.4103363,41.03706512,32.86008634
YALI0A11143g,97.71901735,123.7940363,106.1093295,119.7118065,74.63995753,104.330846,151.9562764,181.6989339,163.1314703
YALI0A11157g,198.323436,215.3937964,229.8795102,170.3199222,206.5268661,220.243665,285.5242674,261.3461162,264.7378901
YALI0A11198g,8.561705582,7.635253048,5.08073737,8.805139653,6.339862742,4.627482562,4.377661931,5.027655616,6.566836661
YALI0A11220g,12.03596705,6.814784797,6.405279181,7.414482252,6.539350786,4.52280931,4.075905747,5.761159878,1.951322956
YALI0A11242r,0,0,0,0,0,0,0,0,0
